2913|NoSuchAttributeException|class in javax.naming.directory|java.naming/javax/naming/directory/NoSuchAttributeException.html|This exception is thrown when attempting to access an attribute that does not exist.
2914|NoSuchDynamicMethodException|class in jdk.dynalink|jdk.dynalink/jdk/dynalink/NoSuchDynamicMethodException.html|Thrown at the invocation if the call site can not be linked by any available GuardingDynamicLinker.
2915|NoSuchElementException|class in java.util|java.base/java/util/NoSuchElementException.html|Thrown by various accessor methods to indicate that the element being requested does not exist.
2916|NoSuchFieldError|class in java.lang|java.base/java/lang/NoSuchFieldError.html|Thrown if an application tries to access or modify a specified field of an object, and that object no longer has that field.
2917|NoSuchFieldException|class in java.lang|java.base/java/lang/NoSuchFieldException.html|Signals that the class doesn't have a field of a specified name.
2918|NoSuchFileException|class in java.nio.file|java.base/java/nio/file/NoSuchFileException.html|Checked exception thrown when an attempt is made to access a file that does not exist.
2919|NoSuchMechanismException|class in javax.xml.crypto|java.xml.crypto/javax/xml/crypto/NoSuchMechanismException.html|This exception is thrown when a particular XML mechanism is requested but is not available in the environment.
2920|NoSuchMethodError|class in java.lang|java.base/java/lang/NoSuchMethodError.html|Thrown if an application tries to call a specified method of a class (either static or instance), and that class no longer has a definition of that method.
2921|NoSuchMethodException|class in java.lang|java.base/java/lang/NoSuchMethodException.html|Thrown when a particular method cannot be found.
2922|NoSuchObjectException|class in java.rmi|java.rmi/java/rmi/NoSuchObjectException.html|A NoSuchObjectException is thrown if an attempt is made to invoke a method on an object that no longer exists in the remote virtual machine.
2923|NoSuchPaddingException|class in javax.crypto|java.base/javax/crypto/NoSuchPaddingException.html|This exception is thrown when a particular padding mechanism is requested but is not available in the environment.
2924|NoSuchProviderException|class in java.security|java.base/java/security/NoSuchProviderException.html|This exception is thrown when a particular security provider is requested but is not available in the environment.
2925|NotActiveException|class in java.io|java.base/java/io/NotActiveException.html|Thrown when serialization or deserialization is not active.
2926|Notation|interface in org.w3c.dom|java.xml/org/w3c/dom/Notation.html|This interface represents a notation declared in the DTD.
2927|NotationDeclaration|interface in javax.xml.stream.events|java.xml/javax/xml/stream/events/NotationDeclaration.html|An interface for handling Notation Declarations Receive notification of a notation declaration event.
2928|NotBoundException|class in java.rmi|java.rmi/java/rmi/NotBoundException.html|A NotBoundException is thrown if an attempt is made to lookup or unbind in the registry a name that has no associated binding.
2929|NotCompliantMBeanException|class in javax.management|java.management/javax/management/NotCompliantMBeanException.html|Exception which occurs when trying to register an object in the MBean server that is not a JMX compliant MBean.
2930|NotContextException|class in javax.naming|java.naming/javax/naming/NotContextException.html|This exception is thrown when a naming operation proceeds to a point where a context is required to continue the operation, but the resolved object is not a context.
2931|NotDirectoryException|class in java.nio.file|java.base/java/nio/file/NotDirectoryException.html|Checked exception thrown when a file system operation, intended for a directory, fails because the file is not a directory.
2932|Notification|interface in com.sun.nio.sctp|jdk.sctp/com/sun/nio/sctp/Notification.html|A notification from the SCTP stack.
2933|Notification|class in javax.management|java.management/javax/management/Notification.html|The Notification class represents a notification emitted by an MBean.
2934|NotificationBroadcaster|interface in javax.management|java.management/javax/management/NotificationBroadcaster.html|Interface implemented by an MBean that emits Notifications.
2935|NotificationBroadcasterSupport|class in javax.management|java.management/javax/management/NotificationBroadcasterSupport.html|Provides an implementation of NotificationEmitter interface.
2936|NotificationEmitter|interface in javax.management|java.management/javax/management/NotificationEmitter.html|Interface implemented by an MBean that emits Notifications.
2937|NotificationFilter|interface in javax.management|java.management/javax/management/NotificationFilter.html|To be implemented by a any class acting as a notification filter.
2938|NotificationFilterSupport|class in javax.management|java.management/javax/management/NotificationFilterSupport.html|Provides an implementation of the NotificationFilter interface.
2939|NotificationHandler<T>|interface in com.sun.nio.sctp|jdk.sctp/com/sun/nio/sctp/NotificationHandler.html|A handler for consuming notifications from the SCTP stack.
2940|NotificationListener|interface in javax.management|java.management/javax/management/NotificationListener.html|Should be implemented by an object that wants to receive notifications.
2941|NotificationResult|class in javax.management.remote|java.management/javax/management/remote/NotificationResult.html|Result of a query for buffered notifications.
2942|NotLinkException|class in java.nio.file|java.base/java/nio/file/NotLinkException.html|Checked exception thrown when a file system operation fails because a file is not a symbolic link.
2943|NotSerializableException|class in java.io|java.base/java/io/NotSerializableException.html|Thrown when an instance is required to have a Serializable interface.
2944|NotYetBoundException|class in java.nio.channels|java.base/java/nio/channels/NotYetBoundException.html|Unchecked exception thrown when an attempt is made to invoke an I/O operation upon a server socket channel that is not yet bound.
2945|NotYetConnectedException|class in java.nio.channels|java.base/java/nio/channels/NotYetConnectedException.html|Unchecked exception thrown when an attempt is made to invoke an I/O operation upon a socket channel that is not yet connected.
2946|NoType|interface in javax.lang.model.type|java.compiler/javax/lang/model/type/NoType.html|A pseudo-type used where no actual type is appropriate.
2947|NTDomainPrincipal|class in com.sun.security.auth|jdk.security.auth/com/sun/security/auth/NTDomainPrincipal.html|This class implements the Principal interface and represents the name of the Windows NT domain into which the user authenticated.
2948|NTLoginModule|class in com.sun.security.auth.module|jdk.security.auth/com/sun/security/auth/module/NTLoginModule.html|This LoginModule renders a user's NT security information as some number of Principals and associates them with a Subject.
2949|NTNumericCredential|class in com.sun.security.auth|jdk.security.auth/com/sun/security/auth/NTNumericCredential.html|This class abstracts an NT security token and provides a mechanism to do same-process security impersonation.
2950|NTSid|class in com.sun.security.auth|jdk.security.auth/com/sun/security/auth/NTSid.html|This class implements the Principal interface and represents information about a Windows NT user, group or realm.
2951|NTSidDomainPrincipal|class in com.sun.security.auth|jdk.security.auth/com/sun/security/auth/NTSidDomainPrincipal.html|This class extends NTSid and represents a Windows NT user's domain SID.
2952|NTSidGroupPrincipal|class in com.sun.security.auth|jdk.security.auth/com/sun/security/auth/NTSidGroupPrincipal.html|This class extends NTSid and represents one of the groups to which a Windows NT user belongs.
2953|NTSidPrimaryGroupPrincipal|class in com.sun.security.auth|jdk.security.auth/com/sun/security/auth/NTSidPrimaryGroupPrincipal.html|This class extends NTSid and represents a Windows NT user's primary group SID.
2954|NTSidUserPrincipal|class in com.sun.security.auth|jdk.security.auth/com/sun/security/auth/NTSidUserPrincipal.html|This class extends NTSid and represents a Windows NT user's SID.
2955|NTSystem|class in com.sun.security.auth.module|jdk.security.auth/com/sun/security/auth/module/NTSystem.html|This class implementation retrieves and makes available NT security information for the current user.
2956|NTUserPrincipal|class in com.sun.security.auth|jdk.security.auth/com/sun/security/auth/NTUserPrincipal.html|This class implements the Principal interface and represents a Windows NT user.
2957|NullCipher|class in javax.crypto|java.base/javax/crypto/NullCipher.html|The NullCipher class is a class that provides an "identity cipher" -- one that does not transform the plain text.
2958|NullPointerException|class in java.lang|java.base/java/lang/NullPointerException.html|Thrown when an application attempts to use null in a case where an object is required.
2959|NullType|interface in javax.lang.model.type|java.compiler/javax/lang/model/type/NullType.html|Represents the null type.
2960|Number|class in java.lang|java.base/java/lang/Number.html|The abstract class Number is the superclass of platform classes representing numeric values that are convertible to the primitive types byte, double, float, int, long, and short.
2961|NumberFormat|class in java.text|java.base/java/text/NumberFormat.html|NumberFormat is the abstract base class for all number formats.
2962|NumberFormat.Field|class in java.text|java.base/java/text/NumberFormat.Field.html|Defines constants that are used as attribute keys in the AttributedCharacterIterator returned from NumberFormat.formatToCharacterIterator and as field identifiers in FieldPosition.
2963|NumberFormat.Style|enum class in java.text|java.base/java/text/NumberFormat.Style.html|A number format style.
2964|NumberFormatException|class in java.lang|java.base/java/lang/NumberFormatException.html|Thrown to indicate that the application has attempted to convert a string to one of the numeric types, but that the string does not have the appropriate format.
2965|NumberFormatProvider|class in java.text.spi|java.base/java/text/spi/NumberFormatProvider.html|An abstract class for service providers that provide concrete implementations of the NumberFormat class.
2966|NumberFormatter|class in javax.swing.text|java.desktop/javax/swing/text/NumberFormatter.html|NumberFormatter subclasses InternationalFormatter adding special behavior for numbers.
2967|NumberOfDocuments|class in javax.print.attribute.standard|java.desktop/javax/print/attribute/standard/NumberOfDocuments.html|Class NumberOfDocuments is an integer valued printing attribute that indicates the number of individual docs the printer has accepted for this job, regardless of whether the docs' print data has reached the printer or not.
2968|NumberOfInterveningJobs|class in javax.print.attribute.standard|java.desktop/javax/print/attribute/standard/NumberOfInterveningJobs.html|Class NumberOfInterveningJobs is an integer valued printing attribute that indicates the number of jobs that are ahead of this job in the relative chronological order of expected time to complete (i.e., the current scheduled order).
2969|NumberUp|class in javax.print.attribute.standard|java.desktop/javax/print/attribute/standard/NumberUp.html|Class NumberUp is an integer valued printing attribute class that specifies the number of print-stream pages to impose upon a single side of an instance of a selected medium.
2970|NumberUpSupported|class in javax.print.attribute.standard|java.desktop/javax/print/attribute/standard/NumberUpSupported.html|Class NumberUpSupported is a printing attribute class, a set of integers, that gives the supported values for a NumberUp attribute.
2971|NumericShaper|class in java.awt.font|java.desktop/java/awt/font/NumericShaper.html|The NumericShaper class is used to convert Latin-1 (European) digits to other Unicode decimal digits.
2972|NumericShaper.Range|enum class in java.awt.font|java.desktop/java/awt/font/NumericShaper.Range.html|A NumericShaper.Range represents a Unicode range of a script having its own decimal digits.
2973|OAEPParameterSpec|class in javax.crypto.spec|java.base/javax/crypto/spec/OAEPParameterSpec.html|This class specifies the set of parameters used with OAEP Padding, as defined in the PKCS#1 v2.2 standard.
2974|ObjDoubleConsumer<T>|interface in java.util.function|java.base/java/util/function/ObjDoubleConsumer.html|Represents an operation that accepts an object-valued and a double-valued argument, and returns no result.
2975|Object|class in java.lang|java.base/java/lang/Object.html|Class Object is the root of the class hierarchy.
2976|ObjectChangeListener|interface in javax.naming.event|java.naming/javax/naming/event/ObjectChangeListener.html|Specifies the method that a listener of a NamingEvent with event type of OBJECT_CHANGED must implement.
2977|ObjectCollectedException|class in com.sun.jdi|jdk.jdi/com/sun/jdi/ObjectCollectedException.html|Thrown to indicate that the requested operation cannot be completed because the specified object has been garbage collected.
2978|ObjectFactory|interface in javax.naming.spi|java.naming/javax/naming/spi/ObjectFactory.html|This interface represents a factory for creating an object.
2979|ObjectFactoryBuilder|interface in javax.naming.spi|java.naming/javax/naming/spi/ObjectFactoryBuilder.html|This interface represents a builder that creates object factories.
2980|ObjectInput|interface in java.io|java.base/java/io/ObjectInput.html|ObjectInput extends the DataInput interface to include the reading of objects.
2981|ObjectInputFilter|interface in java.io|java.base/java/io/ObjectInputFilter.html|Filter classes, array lengths, and graph metrics during deserialization.
2982|ObjectInputFilter.Config|class in java.io|java.base/java/io/ObjectInputFilter.Config.html|A utility class to set and get the JVM-wide deserialization filter factory, the static JVM-wide filter, or to create a filter from a pattern string.
2983|ObjectInputFilter.FilterInfo|interface in java.io|java.base/java/io/ObjectInputFilter.FilterInfo.html|FilterInfo provides access to information about the current object being deserialized and the status of the ObjectInputStream.
2984|ObjectInputFilter.Status|enum class in java.io|java.base/java/io/ObjectInputFilter.Status.html|The status of a check on the class, array length, number of references, depth, and stream size.
2985|ObjectInputStream|class in java.io|java.base/java/io/ObjectInputStream.html|An ObjectInputStream deserializes primitive data and objects previously written using an ObjectOutputStream.
2986|ObjectInputStream.GetField|class in java.io|java.base/java/io/ObjectInputStream.GetField.html|Provide access to the persistent fields read from the input stream.
2987|ObjectInputValidation|interface in java.io|java.base/java/io/ObjectInputValidation.html|Callback interface to allow validation of objects within a graph.
2988|ObjectInstance|class in javax.management|java.management/javax/management/ObjectInstance.html|Used to represent the object name of an MBean and its class name.
2989|ObjectMethods|class in java.lang.runtime|java.base/java/lang/runtime/ObjectMethods.html|Bootstrap methods for state-driven implementations of core methods, including Object.equals(Object), Object.hashCode(), and Object.toString().
2990|ObjectName|class in javax.management|java.management/javax/management/ObjectName.html|Represents the object name of an MBean, or a pattern that can match the names of several MBeans.
2991|ObjectOutput|interface in java.io|java.base/java/io/ObjectOutput.html|ObjectOutput extends the DataOutput interface to include writing of objects.
2992|ObjectOutputStream|class in java.io|java.base/java/io/ObjectOutputStream.html|An ObjectOutputStream writes primitive data types and graphs of Java objects to an OutputStream.
2993|ObjectOutputStream.PutField|class in java.io|java.base/java/io/ObjectOutputStream.PutField.html|Provide programmatic access to the persistent fields to be written to ObjectOutput.
2994|ObjectReference|interface in com.sun.jdi|jdk.jdi/com/sun/jdi/ObjectReference.html|An object that currently exists in the target VM.
2995|Objects|class in java.util|java.base/java/util/Objects.html|This class consists of static utility methods for operating on objects, or checking certain conditions before operation.
2996|ObjectStreamClass|class in java.io|java.base/java/io/ObjectStreamClass.html|Serialization's descriptor for classes.
2997|ObjectStreamConstants|interface in java.io|java.base/java/io/ObjectStreamConstants.html|Constants written into the Object Serialization Stream.
2998|ObjectStreamException|class in java.io|java.base/java/io/ObjectStreamException.html|Superclass of all exceptions specific to Object Stream classes.
2999|ObjectStreamField|class in java.io|java.base/java/io/ObjectStreamField.html|A description of a Serializable field from a Serializable class.
3000|ObjectView|class in javax.swing.text.html|java.desktop/javax/swing/text/html/ObjectView.html|Component decorator that implements the view interface for <object> elements.
3001|ObjID|class in java.rmi.server|java.rmi/java/rmi/server/ObjID.html|An ObjID is used to identify a remote object exported to an RMI runtime.
3002|ObjIntConsumer<T>|interface in java.util.function|java.base/java/util/function/ObjIntConsumer.html|Represents an operation that accepts an object-valued and a int-valued argument, and returns no result.
3003|ObjLongConsumer<T>|interface in java.util.function|java.base/java/util/function/ObjLongConsumer.html|Represents an operation that accepts an object-valued and a long-valued argument, and returns no result.
3004|Observable|class in java.util|java.base/java/util/Observable.html|Deprecated.This class and the Observer interface have been deprecated.
3005|Observer|interface in java.util|java.base/java/util/Observer.html|Deprecated.This interface has been deprecated.
3006|OceanTheme|class in javax.swing.plaf.metal|java.desktop/javax/swing/plaf/metal/OceanTheme.html|The default theme for the MetalLookAndFeel.
3007|OctetStreamData|class in javax.xml.crypto|java.xml.crypto/javax/xml/crypto/OctetStreamData.html|A representation of a Data type containing an octet stream.
3008|OffsetDateTime|class in java.time|java.base/java/time/OffsetDateTime.html|A date-time with an offset from UTC/Greenwich in the ISO-8601 calendar system, such as 2007-12-03T10:15:30+01:00.
3009|OffsetTime|class in java.time|java.base/java/time/OffsetTime.html|A time with an offset from UTC/Greenwich in the ISO-8601 calendar system, such as 10:15:30+01:00.
3010|Oid|class in org.ietf.jgss|java.security.jgss/org/ietf/jgss/Oid.html|This class represents Universal Object Identifiers (Oids) and their associated operations.
3011|OpaqueFrameException|class in com.sun.jdi|jdk.jdi/com/sun/jdi/OpaqueFrameException.html|Thrown to indicate an operation could not be performed on a frame.
3012|Opcode|enum class in java.lang.classfile|java.base/java/lang/classfile/Opcode.html|Describes the opcodes of the JVM instruction set, as described in JVMS 6.5.
3013|Opcode.Kind|enum class in java.lang.classfile|java.base/java/lang/classfile/Opcode.Kind.html|Kinds of opcodes.
3014|OpenDataException|class in javax.management.openmbean|java.management/javax/management/openmbean/OpenDataException.html|This checked exception is thrown when an open type, an open data or an open MBean metadata info instance could not be constructed because one or more validity constraints were not met.
3015|OpenFilesEvent|class in java.awt.desktop|java.desktop/java/awt/desktop/OpenFilesEvent.html|Event sent when the app is asked to open a list of files.
3016|OpenFilesHandler|interface in java.awt.desktop|java.desktop/java/awt/desktop/OpenFilesHandler.html|An implementor is notified when the application is asked to open a list of files.
3017|OpenMBeanAttributeInfo|interface in javax.management.openmbean|java.management/javax/management/openmbean/OpenMBeanAttributeInfo.html|Describes an attribute of an open MBean.
3018|OpenMBeanAttributeInfoSupport|class in javax.management.openmbean|java.management/javax/management/openmbean/OpenMBeanAttributeInfoSupport.html|Describes an attribute of an open MBean.
3019|OpenMBeanConstructorInfo|interface in javax.management.openmbean|java.management/javax/management/openmbean/OpenMBeanConstructorInfo.html|Describes a constructor of an Open MBean.
3020|OpenMBeanConstructorInfoSupport|class in javax.management.openmbean|java.management/javax/management/openmbean/OpenMBeanConstructorInfoSupport.html|Describes a constructor of an Open MBean.
3021|OpenMBeanInfo|interface in javax.management.openmbean|java.management/javax/management/openmbean/OpenMBeanInfo.html|Describes an Open MBean: an Open MBean is recognized as such if its getMBeanInfo() method returns an instance of a class which implements the OpenMBeanInfo interface, typically OpenMBeanInfoSupport.
3022|OpenMBeanInfoSupport|class in javax.management.openmbean|java.management/javax/management/openmbean/OpenMBeanInfoSupport.html|The OpenMBeanInfoSupport class describes the management information of an open MBean: it is a subclass of MBeanInfo, and it implements the OpenMBeanInfo interface.
3023|OpenMBeanOperationInfo|interface in javax.management.openmbean|java.management/javax/management/openmbean/OpenMBeanOperationInfo.html|Describes an operation of an Open MBean.
3024|OpenMBeanOperationInfoSupport|class in javax.management.openmbean|java.management/javax/management/openmbean/OpenMBeanOperationInfoSupport.html|Describes an operation of an Open MBean.
3025|OpenMBeanParameterInfo|interface in javax.management.openmbean|java.management/javax/management/openmbean/OpenMBeanParameterInfo.html|Describes a parameter used in one or more operations or constructors of an open MBean.
3026|OpenMBeanParameterInfoSupport|class in javax.management.openmbean|java.management/javax/management/openmbean/OpenMBeanParameterInfoSupport.html|Describes a parameter used in one or more operations or constructors of an open MBean.
3027|OpenOption|interface in java.nio.file|java.base/java/nio/file/OpenOption.html|An object that configures how to open or create a file.
3028|OpensTree|interface in com.sun.source.tree|jdk.compiler/com/sun/source/tree/OpensTree.html|A tree node for an 'opens' directive in a module declaration.
3029|OpenType|interface in java.awt.font|java.desktop/java/awt/font/OpenType.html|The OpenType interface represents OpenType and TrueType fonts.
3030|OpenType<T>|class in javax.management.openmbean|java.management/javax/management/openmbean/OpenType.html|The OpenType class is the parent abstract class of all classes which describe the actual open type of open data values.
3031|OpenURIEvent|class in java.awt.desktop|java.desktop/java/awt/desktop/OpenURIEvent.html|Event sent when the app is asked to open a URI.
3032|OpenURIHandler|interface in java.awt.desktop|java.desktop/java/awt/desktop/OpenURIHandler.html|An implementor is notified when the application is asked to open a URI.
3033|OperatingSystemMXBean|interface in com.sun.management|jdk.management/com/sun/management/OperatingSystemMXBean.html|Platform-specific management interface for the operating system on which the Java virtual machine is running.
3034|OperatingSystemMXBean|interface in java.lang.management|java.management/java/lang/management/OperatingSystemMXBean.html|The management interface for the operating system on which the Java virtual machine is running.
3035|Operation|class in java.rmi.server|java.rmi/java/rmi/server/Operation.html|Deprecated.no replacement
3036|Operation|interface in jdk.dynalink|jdk.dynalink/jdk/dynalink/Operation.html|An object that describes a dynamic operation.
3037|OperationNotSupportedException|class in javax.naming|java.naming/javax/naming/OperationNotSupportedException.html|This exception is thrown when a context implementation does not support the operation being invoked.
3038|OperationsException|class in javax.management|java.management/javax/management/OperationsException.html|Represents exceptions thrown in the MBean server when performing operations on MBeans.
3039|OperatorInstruction|interface in java.lang.classfile.instruction|java.base/java/lang/classfile/instruction/OperatorInstruction.html|Models an arithmetic operator instruction in the code array of a Code attribute.
3040|Option|class in javax.swing.text.html|java.desktop/javax/swing/text/html/Option.html|Value for the ListModel used to represent <option> elements.
3041|Optional<T>|class in java.util|java.base/java/util/Optional.html|A container object which may or may not contain a non-null value.
3042|OptionalDataException|class in java.io|java.base/java/io/OptionalDataException.html|Exception indicating the failure of an object read operation due to unread primitive data, or the end of data belonging to a serialized object in the stream.
3043|OptionalDouble|class in java.util|java.base/java/util/OptionalDouble.html|A container object which may or may not contain a double value.
3044|OptionalInt|class in java.util|java.base/java/util/OptionalInt.html|A container object which may or may not contain an int value.
3045|OptionalLong|class in java.util|java.base/java/util/OptionalLong.html|A container object which may or may not contain a long value.
3046|OptionChecker|interface in javax.tools|java.compiler/javax/tools/OptionChecker.html|Interface for recognizing options.
3047|OptionPaneUI|class in javax.swing.plaf|java.desktop/javax/swing/plaf/OptionPaneUI.html|Pluggable look and feel interface for JOptionPane.
3048|OrientationRequested|class in javax.print.attribute.standard|java.desktop/javax/print/attribute/standard/OrientationRequested.html|Class OrientationRequested is a printing attribute class, an enumeration, that indicates the desired orientation for printed print-stream pages; it does not describe the orientation of the client-supplied print-stream pages.
3049|OutOfMemoryError|class in java.lang|java.base/java/lang/OutOfMemoryError.html|Thrown when the Java Virtual Machine cannot allocate an object because it is out of memory, and no more memory could be made available by the garbage collector.
3050|OutputBin|class in javax.print.attribute.standard|java.desktop/javax/print/attribute/standard/OutputBin.html|Class OutputBin is a printing attribute class, an enumeration, that specifies the output bin for the job.
3051|OutputDeviceAssigned|class in javax.print.attribute.standard|java.desktop/javax/print/attribute/standard/OutputDeviceAssigned.html|Class OutputDeviceAssigned is a printing attribute class, a text attribute, that identifies the output device to which the service has assigned this job.
3052|OutputKeys|class in javax.xml.transform|java.xml/javax/xml/transform/OutputKeys.html|Provides string constants that can be used to set output properties for a Transformer, or to retrieve output properties from a Transformer or Templates object.
3053|OutputStream|class in java.io|java.base/java/io/OutputStream.html|This abstract class is the superclass of all classes representing an output stream of bytes.
3054|OutputStreamWriter|class in java.io|java.base/java/io/OutputStreamWriter.html|An OutputStreamWriter is a bridge from character streams to byte streams: Characters written to it are encoded into bytes using a specified charset.
3055|OverlappingFileLockException|class in java.nio.channels|java.base/java/nio/channels/OverlappingFileLockException.html|Unchecked exception thrown when an attempt is made to acquire a lock on a region of a file that overlaps a region already locked by the same Java virtual machine, or when another thread is already waiting to lock an overlapping region of the same file.
3056|OverlayLayout|class in javax.swing|java.desktop/javax/swing/OverlayLayout.html|A layout manager to arrange components over the top of each other.
3057|Override|annotation interface in java.lang|java.base/java/lang/Override.html|Indicates that a method declaration is intended to override a method declaration in a supertype.
3058|Package|class in java.lang|java.base/java/lang/Package.html|Represents metadata about a run-time package associated with a class loader.
3059|PackageDesc|interface in java.lang.constant|java.base/java/lang/constant/PackageDesc.html|A nominal descriptor for a Package constant.
3060|PackageElement|interface in javax.lang.model.element|java.compiler/javax/lang/model/element/PackageElement.html|Represents a package program element.
3061|PackageEntry|interface in java.lang.classfile.constantpool|java.base/java/lang/classfile/constantpool/PackageEntry.html|Models a CONSTANT_Package_info, representing a package, in the constant pool of a class file.
3062|PackageTree|interface in com.sun.source.tree|jdk.compiler/com/sun/source/tree/PackageTree.html|Represents the package declaration.
3063|PackedColorModel|class in java.awt.image|java.desktop/java/awt/image/PackedColorModel.html|The PackedColorModel class is an abstract ColorModel class that works with pixel values which represent color and alpha information as separate samples and which pack all samples for a single pixel into a single int, short, or byte quantity.
3064|PaddingLayout|interface in java.lang.foreign|java.base/java/lang/foreign/PaddingLayout.html|A padding layout.
3065|Pageable|interface in java.awt.print|java.desktop/java/awt/print/Pageable.html|The Pageable implementation represents a set of pages to be printed.
3066|PageAttributes|class in java.awt|java.desktop/java/awt/PageAttributes.html|A set of attributes which control the output of a printed page.
3067|PageAttributes.ColorType|class in java.awt|java.desktop/java/awt/PageAttributes.ColorType.html|A type-safe enumeration of possible color states.
3068|PageAttributes.MediaType|class in java.awt|java.desktop/java/awt/PageAttributes.MediaType.html|A type-safe enumeration of possible paper sizes.
3069|PageAttributes.OrientationRequestedType|class in java.awt|java.desktop/java/awt/PageAttributes.OrientationRequestedType.html|A type-safe enumeration of possible orientations.
3070|PageAttributes.OriginType|class in java.awt|java.desktop/java/awt/PageAttributes.OriginType.html|A type-safe enumeration of possible origins.
3071|PageAttributes.PrintQualityType|class in java.awt|java.desktop/java/awt/PageAttributes.PrintQualityType.html|A type-safe enumeration of possible print qualities.
3072|PagedResultsControl|class in javax.naming.ldap|java.naming/javax/naming/ldap/PagedResultsControl.html|Requests that the results of a search operation be returned by the LDAP server in batches of a specified size.
3073|PagedResultsResponseControl|class in javax.naming.ldap|java.naming/javax/naming/ldap/PagedResultsResponseControl.html|Indicates the end of a batch of search results.
3074|PageFormat|class in java.awt.print|java.desktop/java/awt/print/PageFormat.html|The PageFormat class describes the size and orientation of a page to be printed.
3075|PageRanges|class in javax.print.attribute.standard|java.desktop/javax/print/attribute/standard/PageRanges.html|Class PageRanges is a printing attribute class, a set of integers, that identifies the range(s) of print-stream pages that the Printer object uses for each copy of each document which are to be printed.
3076|PagesPerMinute|class in javax.print.attribute.standard|java.desktop/javax/print/attribute/standard/PagesPerMinute.html|Class PagesPerMinute is an integer valued printing attribute that indicates the nominal number of pages per minute to the nearest whole number which may be generated by this printer (e.g., simplex, black-and-white).
3077|PagesPerMinuteColor|class in javax.print.attribute.standard|java.desktop/javax/print/attribute/standard/PagesPerMinuteColor.html|Class PagesPerMinuteColor is an integer valued printing attribute that indicates the nominal number of pages per minute to the nearest whole number which may be generated by this printer when printing color (e.g., simplex, color).
3078|Paint|interface in java.awt|java.desktop/java/awt/Paint.html|This Paint interface defines how color patterns can be generated for Graphics2D operations.
3079|PaintContext|interface in java.awt|java.desktop/java/awt/PaintContext.html|The PaintContext interface defines the encapsulated and optimized environment to generate color patterns in device space for fill or stroke operations on a Graphics2D.
3080|Painter<T>|interface in javax.swing|java.desktop/javax/swing/Painter.html|A painting delegate.
3081|PaintEvent|class in java.awt.event|java.desktop/java/awt/event/PaintEvent.html|The component-level paint event.
3082|Panel|class in java.awt|java.desktop/java/awt/Panel.html|Panel is the simplest container class.
3083|PanelUI|class in javax.swing.plaf|java.desktop/javax/swing/plaf/PanelUI.html|Pluggable look and feel interface for Panel.
3084|Paper|class in java.awt.print|java.desktop/java/awt/print/Paper.html|The Paper class describes the physical characteristics of a piece of paper.
3085|ParagraphView|class in javax.swing.text.html|java.desktop/javax/swing/text/html/ParagraphView.html|Displays the paragraph and uses CSS attributes for its configuration.
3086|ParagraphView|class in javax.swing.text|java.desktop/javax/swing/text/ParagraphView.html|View of a simple line-wrapping paragraph that supports multiple fonts, colors, components, icons, etc.
3087|Parameter|class in java.lang.reflect|java.base/java/lang/reflect/Parameter.html|Information about method parameters.
3088|ParameterBlock|class in java.awt.image.renderable|java.desktop/java/awt/image/renderable/ParameterBlock.html|A ParameterBlock encapsulates all the information about sources and parameters (Objects) required by a RenderableImageOp, or other classes that process images.
3089|ParameterDescriptor|class in java.beans|java.desktop/java/beans/ParameterDescriptor.html|The ParameterDescriptor class allows bean implementors to provide additional information on each of their parameters, beyond the low level type information provided by the java.lang.reflect.Method class.
3090|Parameterizable|interface in javax.lang.model.element|java.compiler/javax/lang/model/element/Parameterizable.html|A mixin interface for an element that has type parameters.
3091|ParameterizedType|interface in java.lang.reflect|java.base/java/lang/reflect/ParameterizedType.html|ParameterizedType represents a parameterized type such as Collection<String>.
3092|ParameterizedTypeTree|interface in com.sun.source.tree|jdk.compiler/com/sun/source/tree/ParameterizedTypeTree.html|A tree node for a type expression involving type parameters.
3093|ParameterMetaData|interface in java.sql|java.sql/java/sql/ParameterMetaData.html|An object that can be used to get information about the types and properties for each parameter marker in a PreparedStatement object.
3094|ParameterNameProvider|interface in com.sun.source.util|jdk.compiler/com/sun/source/util/ParameterNameProvider.html|A provider for parameter names when the parameter names are not determined from a reliable source, like a classfile.
3095|ParamTree|interface in com.sun.source.doctree|jdk.compiler/com/sun/source/doctree/ParamTree.html|A tree node for an @param block tag.
3096|ParenthesizedTree|interface in com.sun.source.tree|jdk.compiler/com/sun/source/tree/ParenthesizedTree.html|A tree node for a parenthesized expression.
3097|ParseException|class in java.text|java.base/java/text/ParseException.html|Signals that an error has been reached unexpectedly while parsing.
3098|ParsePosition|class in java.text|java.base/java/text/ParsePosition.html|ParsePosition is a simple class used by Format and its subclasses to keep track of the current position during parsing.
3099|Parser|class in javax.swing.text.html.parser|java.desktop/javax/swing/text/html/parser/Parser.html|A simple DTD-driven HTML parser.
3100|Parser|interface in org.xml.sax|java.xml/org/xml/sax/Parser.html|Deprecated.This interface has been replaced by the SAX2 XMLReader interface, which includes Namespace support.
3101|ParserAdapter|class in org.xml.sax.helpers|java.xml/org/xml/sax/helpers/ParserAdapter.html|Adapt a SAX1 Parser as a SAX2 XMLReader.
3102|ParserConfigurationException|class in javax.xml.parsers|java.xml/javax/xml/parsers/ParserConfigurationException.html|Indicates a serious configuration error.
